asin,user_Name,user_Country,reviewText,overall,reviewerID
3FU3vMyaK4,Catriona,Vương Quốc Anh,Great hotel - they gave us a free upgrade as the room we’d booked wasn’t ready when we arrived early morning from the night train. Staff were really friendly and helpful throughout. Our room was comfortable and very clean. The roof terrace is an excellent added bonus. Nothing,5.0,788
E3m6p7iX-R,Bartholomew,Vương Quốc Anh,a home from home. I felt incredibly welcome here. very nice place with a nice people. amazing view from a window,5.0,539
sRZ5XIPrna,Benjamin,Úc,Great location and spacious clean rooms. The hosts were very nice and helpful! Great place to stay for short or long time - excellent value.,5.0,579
a6pI_VzyKe,Nikoletta,Hungary,"We had a wonderful stay at Citadines Pearl Hoi An. The service and the staff were great, and our room was spotlessly clean. The free shuttle bus to Hoi An center is very convenient!",5.0,3718
vC59dU9Aeq,Mareks,Latvia,"New hotel, very friendly staff - they want that your rest would be beautiful and do it, tell you all about Da Nang, things and give advice where you can go and what you can see. Hotel placed outside of loud center, near are more fish restaurants, bars, and snacks points. Hotel placed in first line (need cross the way) and you can swim anytime any where, look at the fishers, take a sup or kayak etc. We took a motorbike (in hotel) and across all around. For motorbike is enough your driver license (with B category), no need special license (for example A category or Vietnam license). Our recommendation what you should see: Da Nang bridges, Lady Buddha, Marmor mountains, and of course Ba na hils - for our opinion the Golden bridge is too advertised, but everything else is just fantastic - castles on top of the mountain, Buddhist temples and statues, pagodas, various gardens - just amazing!!!, attractions (everything is included in the ticket price) - this will definitely not leave you indifferent. This is not a negative comment, but just a small nuance - the toilet is located in your room behind an opaque glass partition - you do not have to be a stiff family to live here :)",4.5,3175
1H7zfoIdql,Nguyen,Hà Lan,"Lovely property! Such spacious rooms with tv and big window, bathrooms. The staff very friendly and helpful and we rented motorbike which was very easy and booked a bus through them too. I would 100% recommend staying here and would stay here again!",5.0,3647
mRCTVFeAAV,Dominique,Việt Nam,Very good service and choice.,4.0,1260
VTbUHo0jRM,R,Cyprus (Cộng hoà Síp),"Great house, hidden away but still in a very nice area. Simply amazing host/s sharing their own place, and being extremely helpful and kind. Very tasteful design, all the facilities you need, super comfortable. Near perfect! And the Hu Tieu we went out for, especially with loads of extra garlic and that sweet-and-salty, slightly spicy sauce, YUM!! Everything was absolutely great, except for 1 detail (I don't believe in perfection anyway, so a 10 is impossible in any case): the only thing was that the living room is not separated from the stairway, so with people downstairs speaking, even while being on the second floor, I could very clearly hear them. Just a minor thing, but still worth a mention for me.",4.5,4060
ZKf0OOVpm0,Katrina,Việt Nam,"The hotel was well located, just across the road from the beach. The hotel was quite modern and was excellent value for money. Staff were very good and the hotel was very accomodating. They allowed us to alter our booking one day before we were due to check in which was very much appreciated. The breakfast had a lot of variety with mainly Vietnamese food but also some western options. The quality of the breakfast was just OK. The main downside of this hotel was the number of people - it was very hectic, especially at breakfast time where there were big crowds of people scrambling for food. The constant crowds detracted from the ambience of the hotel.",4.0,2556
qeNrdqOPtH,Steven,Vương Quốc Anh,Great hotel. Location is perfect. Beds are firm but extremely comfortable with soft pillows. Breakfast was very good. Overall one of the better hotels I've stayed in Vietnam. They creased my passport photo whilst photocopying it which gave me trouble further into my travels which I wasn't happy with.,4.5,4652
tIeISXKosp,Mario,Nhật Bản,"The location is perfect. The resort located along the coast of Quy Nhon beach, very beautiful .The staffs are very friendly and enthusiastic and the facilities are convenient. Night market local foods near by the resort. The quality of food at the restaurant is average, need to upgrade. Gym room is basic equipment",5.0,3228
rfLjpw_zdA,Kate,Úc,Absolutely perfect. Would come back time and time again. The best location - in the old town walking area but a little away from the busy market area in a really quiet spot on the river. The staff are all exceptional. The gardens are immaculate as is the rest of the hotel. There is always someone cleaning and gardening. The breakfast is excellent and the free bikes and shuttle to the beach are very handy. Rooms are spacious and very comfortable. Nothing,5.0,2527
SvnBi13XEE,Guyonne,Pháp,The bed was confortable and the location was great for the beach. All of this for a good price. We didn’t have the room we booked (family deluxe - free upgrade) and the aircon didn’t worked but we had a fan in the room,3.5,1764
VVv5M4TEPD,Benjamin,Thụy Sỹ,Thanks again to the wonderful staff. Everything was perfect. We will come back!,5.0,578
aT4918rBN-,Marilyn,Canada,"The young man af réception was excellent - very professional and friendly, and spoke good English. He upgraded me to a better larger room with a view. The water was very hot in the bathroom, and the linens were fresh and clean The bathroom could have been cleaner",4.5,3222
TPdZv8yJ7Z,Amaury,Pháp,"Good value for moneyclean and confortable very big and nice roomnice bathroom Nice pool Cheap rental bikes and scooters Well located but no view on the mountains or rice patty fields if that is what you are searching for Nothing bad but nothing amazing about this home stay either, it is good for a few nights The owners were not really friendly nor helpful. When we wanted to extend our stay at there place for one night they said no and didn’t try to help us in any way (the hotel seemed empty as we saw no one but apparently it was not)",3.0,225
Ypb1LnNBOp,Andreea,Vương Quốc Anh,"i absolutely loved this property. it feels like a luxury hotel, very clean, the room so big with a beautiful balcony, big bathroom and beautiful pool that you can use at any time. the breakfast was also good, close to the main spots in the city. the stuff was very accommodating, they let me do an early check in and even helped to get a shuttle bus to da nang airport. I loved everything.",5.0,276
C4hjbBEobQ,Phu,Mỹ,"Good location No mirror at the makeup table, old gym machine",4.0,3953
bmwm8P-_Ki,Timothy,Mỹ,"it is a very beautiful hotel and the rooms were quite spacious. The pool is one of the best and I am surprised more people don’t use it The breakfast was excellent every day but I must say sometimes the staff tries too hard to do stuff for you. if you can understand this , sometimes we don’t want every little thing done for us and that were able to get up and get our own Coffee as an example. Their hearts are in the right place but remember that we’re not helpless we’re just on vacation.",5.0,4910
0PcPPaGRQ4,Juliane,Đức,"Very helpful and soooo friendly lady, speaks English. She served us with banana and pineapple. Home stay close to old quarrt of Hoi An, rented a scooter for affordable price, rooms are nice and cozy and large comfortable double bed, the pool was awesome. Highly recommended. We will come back for sure when we are in Hoi An.",5.0,2430
jxD-wvCP16,Alan,Úc,"Comfortable rooms and bed, breakfast was adequate for the price paid. Overall this hotel is great value for money, I would stay here again without hesitation.",4.5,113
ekXjulRnkb,Bonghy,Campuchia,"The staff are friendly, I am very satisfied",5.0,641
HO6j0_uUcK,Sai,Ấn Độ,"Mika was super-nice, gave us itineraries for the couple' days we were there, and helped us plan our 10 day Vietnam trip. She would go out of her way to help us out. The place is small but the beds and all are super cozy. The homestay is as the title says ""simple and cozy"".",5.0,4313
PfOOJNqjEr,Le,Mỹ,"Location is good, near to city center.",5.0,2835
LRmnjuJKKA,Zoe,Úc,"Good breakfast, nice view from the room and staffs are friendly and attentive. The location is big plus, It's easy to access to beaches and many local restaurants. We have tried to go to local market near hotel, I don't remember that name. The view of infinity pool is awesome too ! Nothing",5.0,5378
MgrSZ9jZaf,Oleksii,Ukraine,"Clean room, everything worked properly, staff was very friendly. Balcony was not not accesible, but to be fair it wasn't mentioned in the description and that was the cheapest room. The problem about it was that there were a few condenser units and they make decent noise at night that made my sleep not so pleasant.",4.0,3779
